Genome,Cluster
GCA_025061465.1_ASM2506146v1_genomic_100kbp_proxy.fna,0
GCA_042264465.1_ASM4226446v1_genomic_100kbp_proxy.fna,1
GCF_009913575.1_ASM991357v1_genomic_100kbp_proxy.fna,1
GCA_050908195.1_ASM5090819v1_genomic_100kbp_proxy.fna,0
GCA_042264275.1_ASM4226427v1_genomic_100kbp_proxy.fna,1
GCF_040365275.1_ASM4036527v1_genomic_100kbp_proxy.fna,2
GCF_983009985.1_NOWI19-1_SAMN10351047_MAG_00000013_genomic_100kbp_proxy.fna,2
GCF_023148545.1_ASM2314854v1_genomic_100kbp_proxy.fna,1
GCA_045275325.1_ASM4527532v1_genomic_100kbp_proxy.fna,1
GCF_004119875.1_ASM411987v1_genomic_100kbp_proxy.fna,1
GCF_035805175.1_ASM3580517v1_genomic_100kbp_proxy.fna,0
GCA_053607605.1_ASM5360760v1_genomic_100kbp_proxy.fna,0
GCA_041199455.1_ASM4119945v1_genomic_100kbp_proxy.fna,0
GCF_009662195.1_ASM966219v1_genomic_100kbp_proxy.fna,0
GCA_001187765.1_BSMS1577_genomic_100kbp_proxy.fna,0
GCF_001560645.1_NG05B_CO5_05_genomic_100kbp_proxy.fna,1
GCA_044545765.1_ASM4454576v1_genomic_100kbp_proxy.fna,1
GCA_029762255.2_ASM2976225v2_genomic_100kbp_proxy.fna,0
GCF_019974315.1_ASM1997431v1_genomic_100kbp_proxy.fna,2
GCA_012534935.1_ASM1253493v1_genomic_100kbp_proxy.fna,0
GCA_052439315.1_ASM5243931v1_genomic_100kbp_proxy.fna,1
GCA_020251265.1_ASM2025126v1_genomic_100kbp_proxy.fna,0
GCF_029637165.1_ASM2963716v1_genomic_100kbp_proxy.fna,0
GCA_017817855.1_ASM1781785v1_genomic_100kbp_proxy.fna,0
GCA_059740445.1_ASM5974044v1_genomic_100kbp_proxy.fna,0
GCA_050113295.1_ASM5011329v1_genomic_100kbp_proxy.fna,0
GCA_044544905.1_ASM4454490v1_genomic_100kbp_proxy.fna,1
GCA_060989085.1_ASM6098908v1_genomic_100kbp_proxy.fna,1
GCF_012648205.1_ASM1264820v1_genomic_100kbp_proxy.fna,1
GCF_036212895.1_ASM3621289v1_genomic_100kbp_proxy.fna,1
GCA_052037855.2_ASM5203785v2_genomic_100kbp_proxy.fna,0
GCF_055754975.1_ASM5575497v1_genomic_100kbp_proxy.fna,0
GCA_035812355.1_ASM3581235v1_genomic_100kbp_proxy.fna,1
GCA_050563185.1_ASM5056318v1_genomic_100kbp_proxy.fna,0
GCA_035812545.1_ASM3581254v1_genomic_100kbp_proxy.fna,1
GCF_054552515.1_ASM5455251v1_genomic_100kbp_proxy.fna,1
GCA_028541185.1_ASM2854118v1_genomic_100kbp_proxy.fna,1
GCF_035813275.1_ASM3581327v1_genomic_100kbp_proxy.fna,1
GCA_036225385.1_ASM3622538v1_genomic_100kbp_proxy.fna,0
GCF_059510825.1_ASM5951082v1_genomic_100kbp_proxy.fna,1
GCA_014498995.1_ASM1449899v1_genomic_100kbp_proxy.fna,1
GCA_042271105.1_ASM4227110v1_genomic_100kbp_proxy.fna,1
GCA_900095345.1_ASM90009534v1_genomic_100kbp_proxy.fna,1
GCF_042611185.1_ASM4261118v1_genomic_100kbp_proxy.fna,0
GCA_030909955.1_ASM3090995v1_genomic_100kbp_proxy.fna,1
GCA_053570075.1_ASM5357007v1_genomic_100kbp_proxy.fna,0
GCA_050463665.1_ASM5046366v1_genomic_100kbp_proxy.fna,1
GCF_030295035.1_ASM3029503v1_genomic_100kbp_proxy.fna,2
GCF_009914155.1_ASM991415v1_genomic_100kbp_proxy.fna,1
GCF_030016335.1_ASM3001633v1_genomic_100kbp_proxy.fna,0
GCA_007665695.1_ASM766569v1_genomic_100kbp_proxy.fna,1
GCA_050457245.1_ASM5045724v1_genomic_100kbp_proxy.fna,1
GCA_905315025.2_NRS6131B_genomic_100kbp_proxy.fna,0
GCF_965139425.1_CIP52.65T_genomic_100kbp_proxy.fna,1
GCA_037740765.1_ASM3774076v1_genomic_100kbp_proxy.fna,1
GCF_015070965.1_ASM1507096v1_genomic_100kbp_proxy.fna,1
GCA_007050055.1_ASM705005v1_genomic_100kbp_proxy.fna,1
GCF_014489275.1_ASM1448927v1_genomic_100kbp_proxy.fna,1
GCA_000155355.1_ASM15535v1_genomic_100kbp_proxy.fna,1
GCA_040008305.1_ASM4000830v1_genomic_100kbp_proxy.fna,1
GCA_009662235.1_ASM966223v1_genomic_100kbp_proxy.fna,0
GCA_002906075.1_ASM290607v1_genomic_100kbp_proxy.fna,0
GCA_025460705.1_ASM2546070v1_genomic_100kbp_proxy.fna,0
GCA_003086375.1_ASM308637v1_genomic_100kbp_proxy.fna,1
GCA_028541345.1_ASM2854134v1_genomic_100kbp_proxy.fna,0
GCF_052120895.1_ASM5212089v1_genomic_100kbp_proxy.fna,0
GCA_042668435.1_ASM4266843v1_genomic_100kbp_proxy.fna,1
GCF_015645605.1_ASM1564560v1_genomic_100kbp_proxy.fna,1
GCA_036512515.1_ASM3651251v1_genomic_100kbp_proxy.fna,0
GCA_000691185.1_ASM69118v1_genomic_100kbp_proxy.fna,0
GCA_019704455.1_ASM1970445v1_genomic_100kbp_proxy.fna,1
GCA_905310995.2_NRS6103B_genomic_100kbp_proxy.fna,0
GCA_036213145.1_ASM3621314v1_genomic_100kbp_proxy.fna,1
GCF_033113625.1_ASM3311362v1_genomic_100kbp_proxy.fna,0
GCF_050113335.1_ASM5011333v1_genomic_100kbp_proxy.fna,1
GCA_029762095.2_ASM2976209v2_genomic_100kbp_proxy.fna,1
GCA_042797555.1_ASM4279755v1_genomic_100kbp_proxy.fna,0
GCF_003011815.1_ASM301181v1_genomic_100kbp_proxy.fna,1
GCA_003148355.2_ASM314835v2_genomic_100kbp_proxy.fna,1
GCA_004103555.1_ASM410355v1_genomic_100kbp_proxy.fna,1
GCF_040673955.1_ASM4067395v1_genomic_100kbp_proxy.fna,0
GCA_056629365.1_ASM5662936v1_genomic_100kbp_proxy.fna,1
GCF_000008125.1_ASM812v1_genomic_100kbp_proxy.fna,2
GCA_017592405.1_ASM1759240v1_genomic_100kbp_proxy.fna,0
GCA_035814315.1_ASM3581431v1_genomic_100kbp_proxy.fna,1
GCA_029027845.1_ASM2902784v1_genomic_100kbp_proxy.fna,1
GCF_027257895.1_ASM2725789v1_genomic_100kbp_proxy.fna,0
GCA_051965845.1_ASM5196584v1_genomic_100kbp_proxy.fna,1
GCA_050466045.1_ASM5046604v1_genomic_100kbp_proxy.fna,1
GCA_020773035.1_ASM2077303v1_genomic_100kbp_proxy.fna,1
GCF_977010945.1_NRS7986_genomic_100kbp_proxy.fna,1
GCF_053570475.1_ASM5357047v1_genomic_100kbp_proxy.fna,1
GCA_015844655.1_ASM1584465v1_genomic_100kbp_proxy.fna,1
GCA_056632435.1_ASM5663243v1_genomic_100kbp_proxy.fna,0
GCF_058182495.1_ASM5818249v1_genomic_100kbp_proxy.fna,0
GCF_003833205.1_ASM383320v1_genomic_100kbp_proxy.fna,1
GCA_000508305.1_ASM50830v1_genomic_100kbp_proxy.fna,1
GCA_036763605.1_ASM3676360v1_genomic_100kbp_proxy.fna,1
GCA_016894165.1_ASM1689416v1_genomic_100kbp_proxy.fna,1
GCA_057334475.1_ASM5733447v1_genomic_100kbp_proxy.fna,1
GCA_055485855.1_ASM5548585v1_genomic_100kbp_proxy.fna,0
GCA_050463105.1_ASM5046310v1_genomic_100kbp_proxy.fna,0
GCA_029536935.2_ASM2953693v2_genomic_100kbp_proxy.fna,1
GCA_018224865.2_ASM1822486v2_genomic_100kbp_proxy.fna,0
GCA_036214185.1_ASM3621418v1_genomic_100kbp_proxy.fna,1
GCF_040370075.1_ASM4037007v1_genomic_100kbp_proxy.fna,2
GCA_025837035.1_ASM2583703v1_genomic_100kbp_proxy.fna,1
GCF_057621675.1_ASM5762167v1_genomic_100kbp_proxy.fna,0
GCA_001560115.1_GG12_C01_11_genomic_100kbp_proxy.fna,1
GCA_046536295.1_ASM4653629v1_genomic_100kbp_proxy.fna,1
GCF_036218585.1_ASM3621858v1_genomic_100kbp_proxy.fna,0
GCF_001560215.1_GG12_C01_17_genomic_100kbp_proxy.fna,1
GCA_004101345.1_ASM410134v1_genomic_100kbp_proxy.fna,1
GCA_025914075.1_ASM2591407v1_genomic_100kbp_proxy.fna,1
GCF_003665395.1_ASM366539v1_genomic_100kbp_proxy.fna,0
GCF_022700935.1_ASM2270093v1_genomic_100kbp_proxy.fna,0
GCF_039621185.1_ASM3962118v1_genomic_100kbp_proxy.fna,0
GCA_009914705.1_ASM991470v1_genomic_100kbp_proxy.fna,1
GCF_051487365.1_ASM5148736v1_genomic_100kbp_proxy.fna,1
GCA_003399995.1_ASM339999v1_genomic_100kbp_proxy.fna,0
GCA_000782835.1_ASM78283v1_genomic_100kbp_proxy.fna,0
GCA_000385985.1_Bacillus_subtilis_PS216_genomic_100kbp_proxy.fna,1
GCA_042669705.1_ASM4266970v1_genomic_100kbp_proxy.fna,0
GCF_023713435.1_ASM2371343v1_genomic_100kbp_proxy.fna,0
GCF_052037885.2_ASM5203788v2_genomic_100kbp_proxy.fna,1
GCF_050436825.1_ASM5043682v1_genomic_100kbp_proxy.fna,1
GCF_037145115.1_ASM3714511v1_genomic_100kbp_proxy.fna,1
GCA_023713145.1_ASM2371314v1_genomic_100kbp_proxy.fna,0
GCF_000497485.1_ASM49748v1_genomic_100kbp_proxy.fna,1
GCF_054057735.1_ASM5405773v1_genomic_100kbp_proxy.fna,1
GCA_019704335.1_ASM1970433v1_genomic_100kbp_proxy.fna,1
GCA_024733955.1_ASM2473395v1_genomic_100kbp_proxy.fna,0
GCF_054504465.1_ASM5450446v1_genomic_100kbp_proxy.fna,1
GCA_000214845.1_ASM21484v1_genomic_100kbp_proxy.fna,2
GCF_018884165.1_ASM1888416v1_genomic_100kbp_proxy.fna,1
GCF_905311375.1_NRS6111_genomic_100kbp_proxy.fna,0
GCA_028541425.1_ASM2854142v1_genomic_100kbp_proxy.fna,0
GCA_042267375.1_ASM4226737v1_genomic_100kbp_proxy.fna,0
GCA_054489665.1_ASM5448966v1_genomic_100kbp_proxy.fna,0
GCF_036216825.1_ASM3621682v1_genomic_100kbp_proxy.fna,0
GCF_001559955.1_GG12_C01_01_genomic_100kbp_proxy.fna,1
GCA_001015095.1_ASM101509v1_genomic_100kbp_proxy.fna,0
GCF_002215445.1_ASM221544v1_genomic_100kbp_proxy.fna,1
GCA_021733645.1_ASM2173364v1_genomic_100kbp_proxy.fna,0
GCA_042803155.1_ASM4280315v1_genomic_100kbp_proxy.fna,1
GCA_002269175.1_ASM226917v1_genomic_100kbp_proxy.fna,1
GCF_040571395.1_TIED-AE6A_genomic_100kbp_proxy.fna,1
GCA_035809215.1_ASM3580921v1_genomic_100kbp_proxy.fna,0
GCA_054111185.1_ASM5411118v1_genomic_100kbp_proxy.fna,0
GCF_054822165.1_ASM5482216v1_genomic_100kbp_proxy.fna,1
GCF_052441595.1_ASM5244159v1_genomic_100kbp_proxy.fna,0
GCA_001742365.1_ASM174236v1_genomic_100kbp_proxy.fna,0
GCA_060334765.1_ASM6033476v1_genomic_100kbp_proxy.fna,0
GCF_054962395.1_ASM5496239v1_genomic_100kbp_proxy.fna,0
GCA_055229245.1_ASM5522924v1_genomic_100kbp_proxy.fna,1
GCA_007677815.1_ASM767781v1_genomic_100kbp_proxy.fna,1
GCF_051252595.1_ASM5125259v1_genomic_100kbp_proxy.fna,1
GCA_977547715.1_MarMAG_100127_genomic_100kbp_proxy.fna,2
GCF_029536895.2_ASM2953689v2_genomic_100kbp_proxy.fna,1
GCA_055587365.1_ASM5558736v1_genomic_100kbp_proxy.fna,1
GCA_002142595.1_ASM214259v1_genomic_100kbp_proxy.fna,1
GCA_009662375.1_ASM966237v1_genomic_100kbp_proxy.fna,1
GCA_982969175.1_NOWI19-1_SAMN09201533_MAG_00000057_genomic_100kbp_proxy.fna,2
GCF_035809175.1_ASM3580917v1_genomic_100kbp_proxy.fna,0
GCF_035804455.1_ASM3580445v1_genomic_100kbp_proxy.fna,0
GCF_041261645.1_ASM4126164v1_genomic_100kbp_proxy.fna,1
GCA_014219005.1_ASM1421900v1_genomic_100kbp_proxy.fna,0
GCA_000772165.1_ASM77216v1_genomic_100kbp_proxy.fna,0
GCA_982518475.1_NRS2128_genomic_100kbp_proxy.fna,1
GCA_042802315.1_ASM4280231v1_genomic_100kbp_proxy.fna,0
GCF_026410045.1_ASM2641004v1_genomic_100kbp_proxy.fna,0
GCF_035804875.1_ASM3580487v1_genomic_100kbp_proxy.fna,1
GCA_018603605.1_ASM1860360v1_genomic_100kbp_proxy.fna,1
GCF_982518505.1_NRS2114_genomic_100kbp_proxy.fna,1
GCA_027912355.1_ASM2791235v1_genomic_100kbp_proxy.fna,0
GCA_035812815.1_ASM3581281v1_genomic_100kbp_proxy.fna,0
GCF_024241215.1_ASM2424121v1_genomic_100kbp_proxy.fna,0
GCF_010580645.1_ASM1058064v1_genomic_100kbp_proxy.fna,0
GCA_002379325.1_ASM237932v1_genomic_100kbp_proxy.fna,2
GCF_035813935.1_ASM3581393v1_genomic_100kbp_proxy.fna,1
GCF_013342875.1_ASM1334287v1_genomic_100kbp_proxy.fna,0
GCA_053606325.1_ASM5360632v1_genomic_100kbp_proxy.fna,0
GCA_022700895.1_ASM2270089v1_genomic_100kbp_proxy.fna,1
GCF_038762065.1_ASM3876206v1_genomic_100kbp_proxy.fna,1
GCA_965140155.1_CIP61.7_genomic_100kbp_proxy.fna,0
GCF_047314865.1_ASM4731486v1_genomic_100kbp_proxy.fna,0
GCA_001560355.1_NG05A_C05_01_genomic_100kbp_proxy.fna,1
GCA_050481445.1_ASM5048144v1_genomic_100kbp_proxy.fna,0
GCA_051966415.1_ASM5196641v1_genomic_100kbp_proxy.fna,0
GCF_004294565.1_ASM429456v1_genomic_100kbp_proxy.fna,0
GCF_041014725.1_ASM4101472v1_genomic_100kbp_proxy.fna,1
GCF_001560485.1_NG05B_C06_07_genomic_100kbp_proxy.fna,1
GCA_050818325.1_ASM5081832v1_genomic_100kbp_proxy.fna,0
GCF_030169085.1_ASM3016908v1_genomic_100kbp_proxy.fna,1
GCF_028541585.1_ASM2854158v1_genomic_100kbp_proxy.fna,0
GCA_002220075.1_ASM222007v1_genomic_100kbp_proxy.fna,0
GCA_053607165.1_ASM5360716v1_genomic_100kbp_proxy.fna,1
GCA_028540885.1_ASM2854088v1_genomic_100kbp_proxy.fna,1
GCA_052037635.1_ASM5203763v1_genomic_100kbp_proxy.fna,1
GCA_025161015.1_ASM2516101v1_genomic_100kbp_proxy.fna,0
GCA_030123085.1_ASM3012308v1_genomic_100kbp_proxy.fna,1
GCF_033949325.1_ASM3394932v1_genomic_100kbp_proxy.fna,1
GCA_035812835.1_ASM3581283v1_genomic_100kbp_proxy.fna,1
GCA_024972835.1_ASM2497283v1_genomic_100kbp_proxy.fna,1
GCA_905319155.2_NRS6183B_genomic_100kbp_proxy.fna,0
GCA_045371245.1_ASM4537124v1_genomic_100kbp_proxy.fna,1
GCA_020166055.1_ASM2016605v1_genomic_100kbp_proxy.fna,0
GCA_050464865.1_ASM5046486v1_genomic_100kbp_proxy.fna,1
GCF_010614715.1_ASM1061471v1_genomic_100kbp_proxy.fna,0
GCF_023712285.1_ASM2371228v1_genomic_100kbp_proxy.fna,0
GCA_013285325.1_ASM1328532v1_genomic_100kbp_proxy.fna,1
GCF_000699525.1_ASM69952v1_genomic_100kbp_proxy.fna,0
GCA_051966435.1_ASM5196643v1_genomic_100kbp_proxy.fna,1
GCA_052078225.1_ASM5207822v1_genomic_100kbp_proxy.fna,0
GCF_029857415.2_DSM3257_genomic_100kbp_proxy.fna,0
GCA_036212685.1_ASM3621268v1_genomic_100kbp_proxy.fna,0
GCA_035822335.1_ASM3582233v1_genomic_100kbp_proxy.fna,0
GCA_050465605.1_ASM5046560v1_genomic_100kbp_proxy.fna,0
GCA_044545025.1_ASM4454502v1_genomic_100kbp_proxy.fna,1
GCF_035812775.1_ASM3581277v1_genomic_100kbp_proxy.fna,1
GCA_028540485.1_ASM2854048v1_genomic_100kbp_proxy.fna,1
GCA_051192595.1_ASM5119259v1_genomic_100kbp_proxy.fna,1
GCF_003515125.1_ASM351512v1_genomic_100kbp_proxy.fna,1
GCF_028477245.1_ASM2847724v1_genomic_100kbp_proxy.fna,1
GCA_000344745.1_ASM34474v1_genomic_100kbp_proxy.fna,0
GCF_045291565.1_ASM4529156v1_genomic_100kbp_proxy.fna,1
GCA_015070995.1_ASM1507099v1_genomic_100kbp_proxy.fna,1
GCF_021555035.1_ASM2155503v1_genomic_100kbp_proxy.fna,0
GCA_037754115.1_ASM3775411v1_genomic_100kbp_proxy.fna,0
GCA_021733665.1_ASM2173366v1_genomic_100kbp_proxy.fna,0
GCF_060497655.1_CBMAI_707_genomic_100kbp_proxy.fna,1
GCF_060304305.1_ASM6030430v1_genomic_100kbp_proxy.fna,0
GCF_021497545.1_ASM2149754v1_genomic_100kbp_proxy.fna,0
GCA_035804715.1_ASM3580471v1_genomic_100kbp_proxy.fna,0
GCA_007050175.1_ASM705017v1_genomic_100kbp_proxy.fna,1
GCA_034259385.1_ASM3425938v1_genomic_100kbp_proxy.fna,1
GCA_036221505.1_ASM3622150v1_genomic_100kbp_proxy.fna,0
GCF_035810195.1_ASM3581019v1_genomic_100kbp_proxy.fna,1
GCA_002865715.1_ASM286571v1_genomic_100kbp_proxy.fna,0
GCA_001750765.1_ASM175076v1_genomic_100kbp_proxy.fna,1
GCA_036221925.1_ASM3622192v1_genomic_100kbp_proxy.fna,0
GCA_905311025.1_NRS6084_genomic_100kbp_proxy.fna,0
GCA_060334745.1_ASM6033474v1_genomic_100kbp_proxy.fna,0
GCF_019748415.1_ASM1974841v1_genomic_100kbp_proxy.fna,1
GCA_023714405.1_ASM2371440v1_genomic_100kbp_proxy.fna,0
GCA_000789275.1_ASM78927v1_genomic_100kbp_proxy.fna,0
GCA_037026705.1_ASM3702670v1_genomic_100kbp_proxy.fna,1
GCA_003265285.1_ASM326528v1_genomic_100kbp_proxy.fna,1
GCF_030285965.1_ASM3028596v1_genomic_100kbp_proxy.fna,0
GCA_042265165.1_ASM4226516v1_genomic_100kbp_proxy.fna,1
GCF_000321395.1_ASM32139v1_genomic_100kbp_proxy.fna,1
GCF_001902555.1_ASM190255v1_genomic_100kbp_proxy.fna,1
GCF_041153445.1_ASM4115344v1_genomic_100kbp_proxy.fna,1
GCF_001481595.1_ASM148159v1_genomic_100kbp_proxy.fna,1
GCA_059705385.1_ASM5970538v1_genomic_100kbp_proxy.fna,2
GCF_035809155.1_ASM3580915v1_genomic_100kbp_proxy.fna,1
GCA_050477605.1_ASM5047760v1_genomic_100kbp_proxy.fna,0
GCF_030223505.2_ASM3022350v2_genomic_100kbp_proxy.fna,0
GCA_002355995.1_ASM235599v1_genomic_100kbp_proxy.fna,2
GCA_053607385.1_ASM5360738v1_genomic_100kbp_proxy.fna,0
GCA_965250535.1_AMBI-0008_genomic_100kbp_proxy.fna,1
GCA_030053795.1_ASM3005379v1_genomic_100kbp_proxy.fna,0
GCA_982525055.1_NRS2107_genomic_100kbp_proxy.fna,1
GCA_009857115.1_ASM985711v1_genomic_100kbp_proxy.fna,0
GCA_050847335.1_ASM5084733v1_genomic_100kbp_proxy.fna,0
GCA_059601175.1_ASM5960117v1_genomic_100kbp_proxy.fna,1
GCF_036213565.1_ASM3621356v1_genomic_100kbp_proxy.fna,1
GCA_001481635.1_ASM148163v1_genomic_100kbp_proxy.fna,1
GCF_057786855.1_ASM5778685v1_genomic_100kbp_proxy.fna,0
GCA_030348865.1_ASM3034886v1_genomic_100kbp_proxy.fna,0
GCA_036213605.1_ASM3621360v1_genomic_100kbp_proxy.fna,1
GCA_042730305.1_ASM4273030v1_genomic_100kbp_proxy.fna,0
GCF_046766035.1_ASM4676603v1_genomic_100kbp_proxy.fna,1
GCA_010578235.1_ASM1057823v1_genomic_100kbp_proxy.fna,1
GCF_051647905.1_ASM5164790v1_genomic_100kbp_proxy.fna,0
GCF_054974465.1_ASM5497446v1_genomic_100kbp_proxy.fna,1
GCA_036966765.1_ASM3696676v1_genomic_100kbp_proxy.fna,0
GCA_042742935.1_ASM4274293v1_genomic_100kbp_proxy.fna,0
GCF_040362055.1_ASM4036205v1_genomic_100kbp_proxy.fna,2
GCA_028541405.1_ASM2854140v1_genomic_100kbp_proxy.fna,0
GCA_012926045.1_ASM1292604v1_genomic_100kbp_proxy.fna,0
GCA_051904015.1_ASM5190401v1_genomic_100kbp_proxy.fna,0
GCA_047275895.1_ASM4727589v1_genomic_100kbp_proxy.fna,1
GCF_001560635.1_NG05B_CO5_04_genomic_100kbp_proxy.fna,1
GCF_028540525.1_ASM2854052v1_genomic_100kbp_proxy.fna,1
GCA_026153475.1_ASM2615347v1_genomic_100kbp_proxy.fna,0
GCA_035814335.1_ASM3581433v1_genomic_100kbp_proxy.fna,1
GCF_020552025.1_ASM2055202v1_genomic_100kbp_proxy.fna,1
GCA_016865295.1_ASM1686529v1_genomic_100kbp_proxy.fna,2
GCA_042270825.1_ASM4227082v1_genomic_100kbp_proxy.fna,1
GCA_024623085.1_ASM2462308v1_genomic_100kbp_proxy.fna,0
GCF_036221885.1_ASM3622188v1_genomic_100kbp_proxy.fna,0
GCA_042799395.1_ASM4279939v1_genomic_100kbp_proxy.fna,1
GCF_059729485.1_ASM5972948v1_genomic_100kbp_proxy.fna,2
GCF_035809395.1_ASM3580939v1_genomic_100kbp_proxy.fna,0
GCF_000699465.1_ASM69946v1_genomic_100kbp_proxy.fna,1
GCA_905319565.2_NRS6190B_genomic_100kbp_proxy.fna,0
GCF_059705435.1_ASM5970543v1_genomic_100kbp_proxy.fna,2
GCA_057443935.1_ASM5744393v1_genomic_100kbp_proxy.fna,0
GCA_052077915.1_ASM5207791v1_genomic_100kbp_proxy.fna,0
GCF_026794535.1_ASM2679453v1_genomic_100kbp_proxy.fna,1
GCA_050463125.1_ASM5046312v1_genomic_100kbp_proxy.fna,0
GCF_029537415.2_ASM2953741v2_genomic_100kbp_proxy.fna,1
GCF_022570515.1_ASM2257051v1_genomic_100kbp_proxy.fna,0
GCA_051912505.1_ASM5191250v1_genomic_100kbp_proxy.fna,0
GCF_003710285.1_ASM371028v1_genomic_100kbp_proxy.fna,1
GCA_900156365.1_IMG-taxon_2708742540_annotated_assembly_genomic_100kbp_proxy.fna,1
GCF_937906275.1_ERR864075_bin.129_CONCOCT_v1.1_MAG_genomic_100kbp_proxy.fna,2
GCA_983010725.1_NOWI19-1_SAMN10351037_MAG_00000119_genomic_100kbp_proxy.fna,2
GCA_003833295.1_ASM383329v1_genomic_100kbp_proxy.fna,0
GCF_035814055.1_ASM3581405v1_genomic_100kbp_proxy.fna,1
GCA_036222825.1_ASM3622282v1_genomic_100kbp_proxy.fna,0
GCA_024653105.1_ASM2465310v1_genomic_100kbp_proxy.fna,1
GCF_035813095.1_ASM3581309v1_genomic_100kbp_proxy.fna,1
GCA_028541365.1_ASM2854136v1_genomic_100kbp_proxy.fna,0
GCA_004103535.1_ASM410353v1_genomic_100kbp_proxy.fna,1
GCA_015535655.1_ASM1553565v1_genomic_100kbp_proxy.fna,1
GCA_055558955.1_ASM5555895v1_genomic_100kbp_proxy.fna,1
GCA_042668205.1_ASM4266820v1_genomic_100kbp_proxy.fna,0
GCF_050188875.1_ASM5018887v1_genomic_100kbp_proxy.fna,0
GCA_046543845.1_ASM4654384v1_genomic_100kbp_proxy.fna,1
GCA_019704475.1_ASM1970447v1_genomic_100kbp_proxy.fna,0
GCF_905315705.2_NRS6153B_genomic_100kbp_proxy.fna,1
GCA_982966845.1_NOWI19-1_SAMN10351067_MAG_00000154_genomic_100kbp_proxy.fna,2
GCF_033403035.1_ASM3340303v1_genomic_100kbp_proxy.fna,1
GCF_038747945.1_ASM3874794v1_genomic_100kbp_proxy.fna,1
GCA_040822545.1_ASM4082254v1_genomic_100kbp_proxy.fna,2
GCF_010578025.1_ASM1057802v1_genomic_100kbp_proxy.fna,0
GCF_905311425.2_NRS6105B_genomic_100kbp_proxy.fna,0
GCF_022846355.1_ASM2284635v1_genomic_100kbp_proxy.fna,2
GCA_054979545.1_ASM5497954v1_genomic_100kbp_proxy.fna,2
GCF_965138925.1_CIP1.83_genomic_100kbp_proxy.fna,0
GCA_001560435.1_NG05B_C06_04_genomic_100kbp_proxy.fna,1
GCF_056156505.1_ASM5615650v1_genomic_100kbp_proxy.fna,0
GCF_052142275.1_ASM5214227v1_genomic_100kbp_proxy.fna,1
GCA_009834865.1_ASM983486v1_genomic_100kbp_proxy.fna,0
GCF_039770095.1_ASM3977009v1_genomic_100kbp_proxy.fna,1
GCA_048537405.1_ASM4853740v1_genomic_100kbp_proxy.fna,1
GCA_033238785.1_ASM3323878v1_genomic_100kbp_proxy.fna,1
GCA_009662255.1_ASM966225v1_genomic_100kbp_proxy.fna,1
GCA_009884005.1_ASM988400v1_genomic_100kbp_proxy.fna,1
GCA_013332455.1_ASM1333245v1_genomic_100kbp_proxy.fna,1
GCA_037094835.1_ASM3709483v1_genomic_100kbp_proxy.fna,0
GCF_000830735.1_ASM83073v1_genomic_100kbp_proxy.fna,1
GCA_055801795.1_ASM5580179v1_genomic_100kbp_proxy.fna,0
GCA_057334335.1_ASM5733433v1_genomic_100kbp_proxy.fna,1
GCF_905311395.1_NRS6108_genomic_100kbp_proxy.fna,1
GCF_030016315.1_ASM3001631v1_genomic_100kbp_proxy.fna,1
GCF_023521475.1_ASM2352147v1_genomic_100kbp_proxy.fna,0
GCA_042788645.1_ASM4278864v1_genomic_100kbp_proxy.fna,0
GCF_011765645.1_ASM1176564v1_genomic_100kbp_proxy.fna,1
GCA_016629545.1_ASM1662954v1_genomic_100kbp_proxy.fna,2
GCF_040151275.1_ASM4015127v1_genomic_100kbp_proxy.fna,1
GCA_042802695.1_ASM4280269v1_genomic_100kbp_proxy.fna,0
GCF_012030395.1_ASM1203039v1_genomic_100kbp_proxy.fna,1
GCA_977566745.1_MarMAG_100126_genomic_100kbp_proxy.fna,2
GCA_054481195.1_ASM5448119v1_genomic_100kbp_proxy.fna,1
GCF_003144575.1_ASM314457v1_genomic_100kbp_proxy.fna,0
GCA_002495845.1_ASM249584v1_genomic_100kbp_proxy.fna,1
GCA_001286845.1_Bacillus_JRS2_genomic_100kbp_proxy.fna,0
GCA_002055965.1_ASM205596v1_genomic_100kbp_proxy.fna,1
GCA_000186085.1_ASM18608v1_genomic_100kbp_proxy.fna,0
GCF_002163815.1_ASM216381v1_genomic_100kbp_proxy.fna,0
GCF_000830675.1_ASM83067v1_genomic_100kbp_proxy.fna,1
GCF_052037735.2_ASM5203773v2_genomic_100kbp_proxy.fna,1
GCF_023702515.1_ASM2370251v1_genomic_100kbp_proxy.fna,0
GCA_982985915.1_NOWI19-1_SAMN09201852_MAG_00000028_genomic_100kbp_proxy.fna,2
GCF_002215565.1_ASM221556v1_genomic_100kbp_proxy.fna,1
GCA_041949715.1_ASM4194971v1_genomic_100kbp_proxy.fna,1
GCF_057654875.1_ASM5765487v1_genomic_100kbp_proxy.fna,1
GCA_030863625.1_ASM3086362v1_genomic_100kbp_proxy.fna,0
GCF_020176885.1_ASM2017688v1_genomic_100kbp_proxy.fna,0
GCF_035822735.1_ASM3582273v1_genomic_100kbp_proxy.fna,1
GCF_007995205.1_ASM799520v1_genomic_100kbp_proxy.fna,1
GCF_014298115.1_ASM1429811v1_genomic_100kbp_proxy.fna,1
GCA_033451645.1_ASM3345164v1_genomic_100kbp_proxy.fna,0
GCF_001889385.1_ASM188938v1_genomic_100kbp_proxy.fna,0
